DATE,中国:GDP平减指数,GDP:现价:当季值,中国:最终消费支出:占GDP比重,实际使用外资(人民币):当月值,对外直接投资:非金融类:累计值,对外直接投资净额:总计,对外直接投资净额:亚洲:日本,对外直接投资净额:欧洲:英国,对外直接投资净额:欧洲:合计,对外直接投资净额:北美洲:美国,存款利率:活期,存款利率:定期:3月,存款利率:定期:6月,存款利率:定期:1年,存款利率:定期:2年,存款利率:定期:3年,存款利率:定期:5年,中国:经常账户:本国货币:季调:当季值,M1(货币):期末值,国家一般公共收入:合计:当月值,国家一般公共支出:合计:当月值,外债余额,国际投资头寸:净头寸:期末值,进口总值(人民币计价):当月值,出口总值(人民币计价):当月值,官方储备资产:外汇储备:期末值,CPI:当月同比,PPI:当月同比,即期汇率(16:30):美元兑人民币,即期汇率(16:30):欧元兑人民币,即期汇率(16:30):港元兑人民币,即期汇率(16:30):100日元兑人民币,即期汇率(16:30):英镑兑人民币,FU0.SHF,scm.INE,000001.SH,N225.GI,SPX.GI,IXIC.GI,DJIA.GI,FTSE.GI,AXX.GI,SX5E.GI,日本:GDP平减指数,日本:GDP:现价,日本:GDP:现价:私人消费,日本:GDP:现价:政府消费,日本:官方储备资产:外汇储备,日本:商品出口:季调,日本:商品进口:季调,日本:国际投资头寸:资产:直接投资,日本:经常账户:差额,日本:出口金额:当月值,日本:进口金额:当月值,日本:CPI,日本:PPI,日本:出口商品价格指数,日本:进口商品价格指数,日本:无担保隔夜拆款利率(TONA),日本:M1:实值,日本:外债:总计,日本:财政决算:一般会计:收入:财政年度,日本:财政决算:一般会计:支出:财政年度,日本:综合财政收支余额:当月值,日本:外商直接投资:中国,日本:对外直接投资:中国,欧元区:GDP:现价,欧元区:GDP:2005价:最终消费支出:当季值,欧元区:GDP:2005价:进口:商品和服务:当季值,欧元区:GDP:2005价:出口:商品和服务:当季值,欧元区:GDP:平减指数:2005价:当季值,欧元区20国:商品贸易:进口:季调,欧元区20国:商品贸易:出口:季调,商品贸易:进口金额:中国(不包括香港),商品贸易:出口金额:中国(不包括香港),欧元区:HICP,欧元区19国:PPI,欧元区20国:单位进口价格指数,欧元区20国:单位出口价格指数,欧元区:M1,欧元区:主导利率:再融资利率(MRO),欧元区:隔夜存款利率(DF),欧元区:隔夜贷款利率(MLF),一般政府债务总额:本币计价:欧盟27国,一般政府债务总额:欧元计价:欧盟27国,一般政府财政盈余:欧元区19国,欧元区:国际收支:经常账户:出口金额:商品,欧元区:国际收支:经常账户:进口金额:商品,欧元区:官方储备资产和其他外币资产,欧元区:外商直接投资净流入,美国:GDP:不变价:支出法:当季值,美国:出口金额:季调,美国:进口金额:季调,美国:CPI:当月同比,美国:PPI:最终需求:当月值,美国:进口价格指数:当月同比,美国:出口价格指数:当月同比,美国:M1,美国:M2,美国:联邦基金利率,美国:对外直接投资:美国跨国公司:所有行业:总计,美国:外商直接投资:外国跨国公司:所有行业:总计,美国:政府财政收入,美国:政府财政支出,美国:外债总额,美国:经常项目收入:季调:当季值,美国:经常项目支出:季调:当季值,美国:联邦政府债务:总额,美国:GDP:不变价:支出法:个人消费:折年数:季调:当季值,美国:外汇,英国:GDP:不变价:季调,英国:GDP:现价:季调,英国:GDP:现价:居民最终消费支出:季调,英国:GDP:现价:政府最终消费支出:季调,英国:经常项目差额:季调,英国:直接投资差额,英国:政府外币储备,英国:政府外汇储备总额,英国:贸易总额:出口:季调,英国:贸易总额:进口:季调,英国:CPI,英国:CPI:同比,英国:产出PPI:国内市场的工业品(不含税):当月值,英国:M1,英国:基准利率,英国:政府负债净值,英国:中央政府:总收入:当月值,英国:中央政府:总支出:当月值,英国:经常账户:本国货币:季调:当季值
2019-01-31,,,,841.8,91.9,,,,,,,,,,,,,,545638.46,,,,,12382.46,15039.33,30879.24,1.74,0.1,6.7055,7.7186,0.8547,6.1734,8.8163,2763.0,431.6,2584.5724,20773.49,2704.1,7281.74,24999.67,6968.85,0.0,0.0,,,,,1216111.0,,,,4956.48,5574423.0,6998477.0,99.7,100.5,93.7,94.8,-0.06,776.0,,,,113931.0,,,,,,,,166236.5,169162.4,,,102.97,105.4,107.3,106.6,8275745.0,,,,,,,,,,,,210653.0,259800.0,1.6,116.7,-1.5,-0.2,3864.2,14324.5,2.4,,,339980.0,331299.0,,,,,,42063.0,,,,,,,136788.42,180845.17,55757.0,64489.0,106.3,1.8,,1747938.0,,1782.1,79.4,58.4,
2019-02-28,,,,629.4,156.6,,,,,,,,,,,,,,527190.48,,,,,8967.46,9234.96,30901.8,1.49,0.1,6.6868,7.6132,0.8517,6.0365,8.8817,2897.0,439.7,2940.9538,21385.16,2784.49,7532.53,25916.0,7089.84,0.0,0.0,,,,,1218763.0,,,,25403.0,6385419.0,6056654.0,99.7,100.9,94.6,95.8,-0.054,773.1,,,,73807.0,,,,,,,,165063.6,168050.7,,,103.3,105.5,107.6,106.6,8316480.0,,,,,,,,,,,,212670.0,259934.0,1.5,117.1,-0.7,0.2,3760.6,14373.7,2.4,,,167265.0,401243.0,,,,,,41504.0,,,,,,,133837.6,174993.49,55745.0,64814.0,106.8,1.9,,1737520.0,,1785.6,64.5,56.8,
2019-03-31,,217168.3,,951.7,252.1,,,,,,,,,,,,,462563.9,547575.54,14553.0,25316.0,19895.0,19159.24,11264.43,13391.11,30987.61,2.28,0.4,6.7202,7.5496,0.8562,6.0672,8.7461,2841.0,457.9,3090.758,21205.81,2834.4,7729.32,25928.68,7279.19,0.0,0.0,,138856.9,75407.6,26021.5,1229406.0,194681.0,193789.0,193365.45,28379.8,7202147.0,6684855.0,99.7,101.2,95.3,97.2,-0.06,781.4,463154.33,,,-174905.0,,,2904681.0,1794237.6,1125948.6,1228800.8,119.89,164681.4,166665.3,,,104.35,105.4,108.6,107.0,8453137.0,,,,10937434.9,10937434.9,,665692.67,595352.07,,,4968.93,214371.0,262838.0,1.9,117.7,0.1,0.6,3813.5,14532.7,2.43,,,228811.0,375756.0,19954004.0,947716.0,1074333.0,,13752.59,41277.0,555141.0,549394.0,342066.0,102793.0,-34295.0,16790.0,129466.77,169493.02,56783.0,66216.0,107.0,1.9,,1755355.0,,1801.0,65.1,57.2,-34295.0
2019-04-30,,,,629.5,346.4,,,,,,,,,,,,,,540614.6,18995.0,17038.0,,,12130.6,13015.6,30949.53,2.54,0.9,6.7366,7.5464,0.8588,6.053,8.7431,2883.0,487.6,3078.338,0.0,2945.83,8095.39,26592.91,7418.22,0.0,0.0,,,,,1229858.0,,,,16540.19,6664294.0,6605306.0,100.0,101.6,95.7,97.5,-0.073,797.9,,,,-18556.0,,,,,,,,165690.1,167266.2,,,105.1,105.1,108.7,107.6,8500406.0,,,,,,,,,,,,210690.0,260123.0,2.0,118.5,-0.2,0.2,3986.0,14475.5,2.45,,,535545.0,375240.0,,,,,,41105.0,,,,,,,119441.33,171971.37,54106.0,60545.0,107.6,2.1,,1751560.0,,1797.7,61.2,62.4,
2019-05-31,,,,638.3,445.4,,,,,,,,,,,,,,544355.64,17268.0,17356.0,,,11607.04,14364.31,31010.04,2.74,0.6,6.902,7.6965,0.8799,6.3427,8.7118,2620.0,447.7,2898.6961,20601.19,2752.06,7453.15,24815.04,7161.71,0.0,0.0,,,,,1244186.0,,,,16347.65,5837841.0,6803249.0,100.0,101.4,94.4,97.0,-0.059,801.7,,,,98559.0,,,,,,,,165958.1,168907.3,,,105.24,105.0,108.5,107.8,8584238.0,,,,,,,,,,,,214860.0,265163.0,1.8,118.6,-0.9,-0.9,3918.4,14565.3,2.4,,,232064.0,439833.0,,,,,,41409.0,,,,,,,115642.35,165203.57,55672.0,59922.0,107.9,2.0,,1764372.0,,1806.1,56.7,57.5,
2019-06-30,,241502.6,,1092.7,538.0,,,,,,,,,,,,,137851.6,567696.18,17926.0,30515.0,20155.0,20057.13,11150.88,14511.01,31192.34,2.68,0.0,6.8683,7.8197,0.88,6.3821,8.702,2775.0,443.5,2978.8784,21275.92,2941.76,8006.244,26599.96,7425.63,0.0,0.0,,138494.2,75480.8,29539.8,1255885.0,192873.0,194597.0,193750.48,10993.7,6585087.0,5996977.0,99.8,100.9,92.8,95.0,-0.076,798.0,458362.06,,,-152041.0,,,2982747.2,1816198.2,1178148.7,1259759.7,120.68,163479.1,164723.6,,,105.41,104.4,107.9,107.3,8682452.0,,,,10994362.3,10994362.3,,662740.28,581824.89,,,5157.37,212070.0,260588.0,1.6,118.5,-2.0,-1.6,3852.4,14659.0,2.4,,,333952.0,342430.0,19722142.0,953927.0,1081619.0,,13862.8,42024.0,556932.0,555948.0,344928.0,106226.0,-13381.0,-21234.0,118279.2,168206.36,58196.0,59686.0,107.9,2.0,,1774386.0,,1818.1,58.7,61.5,-13381.0
2019-07-31,,,,548.2,637.0,,,,,,,,,,,,,,553043.11,17778.0,14425.0,,,12228.33,15260.21,31036.97,2.78,-0.3,6.8855,7.6757,0.8797,6.3417,8.3723,2508.0,446.4,2932.5058,21521.53,2980.38,8175.419,26864.27,7586.78,0.0,0.0,,,,,1250027.0,,,,20394.88,6643460.0,6897341.0,99.8,100.8,92.6,93.2,-0.071,797.6,,,,88378.0,,,,,,,,163251.0,165255.4,,,104.91,104.5,107.6,107.6,8710329.0,,,,,,,,,,,,212457.0,260746.0,1.8,118.7,-2.0,-0.9,4034.5,14789.1,2.4,,,251348.0,371043.0,,,,,,41370.0,,,,,,,117326.04,173886.54,60711.0,60766.0,107.9,2.1,,1777342.0,,1807.2,67.9,63.6,
2019-08-31,,,,708.9,722.3,,,,,,,,,,,,,,556798.09,11438.0,15106.0,,,12403.24,14791.66,31071.76,2.84,-0.8,7.1452,7.8863,0.9109,6.7129,8.7169,2238.0,439.5,2886.2365,20704.37,2926.46,7962.882,26403.28,7207.18,0.0,0.0,,,,,1262807.0,,,,20309.22,6138720.0,6290930.0,100.0,100.6,91.4,92.6,-0.061,797.6,,,,65500.0,,,,,,,,160645.4,162838.0,,,105.06,104.0,107.2,107.9,8798091.0,,,,,,,,,,,,211872.0,260437.0,1.7,118.8,-2.1,-1.4,3919.8,14831.4,2.13,,,227965.0,428309.0,,,,,,41428.0,,,,,,,118120.0,174375.0,59145.0,62061.0,108.4,1.7,,1797216.0,,1779.9,59.2,58.6,
2019-09-30,,251046.3,,791.8,809.9,,,,,,,,,,,,,108295.3,557137.95,13616.0,25543.0,20495.0,21302.0,12584.74,15295.34,30924.31,3.02,-1.2,7.1381,7.8095,0.9098,6.6208,8.7829,2222.0,447.0,2905.1892,21755.84,2976.74,7999.338,26916.83,7408.21,0.0,0.0,,136800.1,76525.5,25655.7,1255042.0,189011.0,189428.0,194838.03,14147.69,6368996.0,6498069.0,100.1,100.6,91.4,91.9,-0.064,800.1,468434.17,,,-100320.0,,,2991823.9,1829496.3,1145480.3,1260626.7,120.95,165318.6,165766.7,,,105.29,104.2,108.4,108.0,8800402.0,0.0,-0.5,0.25,11026732.8,11026732.8,,659710.99,575458.0,,,5223.9,211240.0,255782.0,1.7,118.3,-2.1,-1.7,4063.8,15012.9,1.9,,,374056.0,291288.0,20529311.0,954446.0,1076040.0,,14003.78,40946.0,560987.0,562790.0,345930.0,107931.0,-13519.0,-17931.0,121558.0,162876.0,59123.0,61908.0,108.5,1.7,,1811515.0,,1790.9,61.2,60.8,-13519.0
2019-10-31,,,,692.0,904.6,,,,,,,,,,,,,,558143.92,17026.0,11975.0,,,12068.59,15045.82,31051.61,3.76,-1.6,7.035,7.8514,0.8976,6.4779,9.1115,2108.0,449.3,2929.0561,22927.04,3037.56,8292.36,27046.23,7248.38,0.0,0.0,,,,,1255880.0,,,,17168.03,6576172.0,6565009.0,100.4,101.7,91.7,92.3,-0.03,802.8,,,,31823.0,,,,,,,,164228.2,167090.1,,,105.44,104.2,108.5,108.1,8857560.0,,,,,,,,,,,,211351.0,253155.0,1.8,118.8,-3.0,-2.2,4078.5,15077.4,1.58,,,245521.0,379988.0,,,,,,41485.0,,,,,,,133323.17,179385.48,59590.0,62423.0,108.3,1.5,,1799212.0,,1798.5,61.7,64.5,
2019-11-30,,,,935.3,987.8,,,,,,,,,,,,,,562486.52,11262.65,15876.18,,,13024.27,15657.27,30955.91,4.49,-1.4,7.0261,7.7363,0.8977,6.4184,9.0731,1935.0,463.5,2871.9813,23293.91,3140.98,8665.471,28051.41,7346.53,0.0,0.0,,,,,1250950.0,,,,12344.29,6379008.0,6467394.0,100.5,101.8,92.0,92.5,-0.034,808.7,,,,69952.0,,,,,,,,164117.4,165909.8,,,105.1,104.5,109.0,108.2,8979721.0,,,,,,,,,,,,211820.0,250776.0,2.1,118.3,-1.3,-1.2,4003.1,15231.3,1.56,,,225185.0,434024.0,,,,,,40966.0,,,,,,,125329.19,177334.22,61197.0,56645.0,108.5,1.5,,1819026.0,,1808.8,58.1,57.4,
2019-12-31,99.51,276798.0,56.02,955.8,1106.0,13690756.0,67378.4,110345.25,1051992.0,380668.48,,,,,,,,2885.58,576009.15,11415.0,32411.0,20573.0,22995.88,13441.66,16766.99,31079.24,4.46,-0.5,6.9662,7.8079,0.8945,6.4142,9.1483,2163.0,483.5,3050.124,23656.62,3230.78,8972.604,28538.44,7542.44,0.0,0.0,100.98,143759.7,76952.1,30058.9,1255322.0,183765.0,183044.0,204168.45,5528.05,6576097.0,6735246.0,100.5,102.0,92.0,93.5,-0.068,818.0,463096.62,1091623.0,1013664.0,-103064.0,1913.91,12020.62,3106825.0,1875283.7,1231860.3,1282084.4,123.22,163225.8,166509.5,1848102.0,2231862.0,105.43,104.5,110.2,109.4,8984044.0,,,,10895019.0,10895019.0,-60735.7,678960.59,581083.54,,358325185822.0,5341.9,212221.0,256328.0,2.3,118.4,0.5,-0.7,4247.0,15452.4,1.55,5836983.0,4398763.0,335805.0,349091.0,20600666.0,949848.0,1054172.0,22669466.0,14093.88,41536.0,560861.0,565789.0,345725.0,109642.0,1149.0,-10687.0,133598.58,182716.16,63629.0,56327.0,108.5,1.3,,1812099.0,,1819.0,62.2,60.2,1149.0
2020-01-31,,,,875.7,83.2,,,,,,,,,,,,,,545531.79,,,,,10981.68,14810.69,31154.97,5.38,0.1,6.93,7.6835,0.8914,6.3251,9.108,0.0,0.0,0.0,23205.18,3225.52,9150.936,28256.03,7286.01,0.0,0.0,,,,,1272461.0,,,,4825.79,5432329.0,6744068.0,100.5,102.1,102.5,110.9,-0.039,821.1,,,,89309.0,,,,,,,,165412.0,169539.2,,,104.37,104.7,110.7,110.1,8941355.0,,,,,,,,,,,,208162.0,252112.0,2.5,119.0,0.5,0.4,4060.2,15294.0,1.59,,,372288.0,404883.0,,,,,,41242.0,,,,,,,121230.52,176802.07,59424.0,56624.0,108.2,1.8,,1805979.0,,1798.7,82.8,62.3,
2020-02-29,,,,468.4,155.0,,,,,,,,,,,,,,552700.73,,,,,9831.33,5561.47,31067.18,5.17,-0.4,6.9896,7.7073,0.8968,6.4272,9.0037,1953.0,353.5,2880.3038,21142.96,2954.22,8567.368,25409.36,6580.61,0.0,0.0,,,,,1288702.0,,,,29742.4,6321285.0,5214703.0,100.3,101.7,102.7,111.0,-0.025,819.6,,,,78268.0,,,,,,,,166203.3,168366.7,,,104.56,104.0,108.0,109.3,9021601.0,,,,,,,,,,,,208203.0,248814.0,2.3,118.4,-1.3,-1.4,3948.7,15328.1,1.58,,,187951.0,423229.0,,,,,,41121.0,,,,,,,122695.62,172496.65,56179.0,57217.0,108.6,1.7,,1825130.0,,1791.5,66.4,58.2,
2020-03-31,,205244.8,,817.8,242.2,,,,,,,,,,,,,86101.03,575050.29,10752.0,22934.23,20946.0,23095.33,11488.18,12886.84,30606.33,4.27,-1.5,7.0931,7.7987,0.9148,6.5481,8.739,1613.0,265.3,2750.2962,18917.01,2584.59,7700.098,21917.16,5671.96,682.29,2786.9,,137791.5,74972.8,26572.7,1296161.0,183619.0,177522.0,200815.33,18370.48,6358054.0,6350851.0,100.3,100.8,100.2,105.8,-0.07,830.1,515099.58,,,-196697.0,,,2880413.8,1753150.3,1158130.6,1198108.6,122.21,144075.0,145409.4,,,105.13,102.4,107.0,109.2,9321168.0,,,,11120566.5,11120566.5,,631659.32,550812.22,,,5044.76,188470.0,232437.0,1.5,118.1,-4.2,-3.5,4772.3,16614.3,0.08,,,236766.0,355754.0,21430094.0,892575.0,1007363.0,,13862.3,41242.0,545597.0,556179.0,333891.0,108901.0,-11337.0,-47115.0,129367.34,175121.55,53266.0,51998.0,108.6,1.5,,1949221.0,0.1,1804.0,67.2,64.6,-11337.0
2020-04-30,,,,703.6,335.7,,,,,,,,,,,,,,570150.48,16148.98,18311.43,,,10864.97,14017.87,30914.59,3.3,-3.1,7.0519,7.6693,0.9098,6.6146,8.7966,1512.0,229.0,2860.0822,20193.69,2912.43,8889.551,24345.72,5901.21,810.34,2927.93,,,,,1294803.0,,,,16.34,5206030.0,6137194.0,100.2,99.2,99.5,99.4,-0.06,854.5,,,,-6513.0,,,,,,,,112293.1,111737.9,,,105.43,100.3,101.9,107.8,9503071.0,,,,,,,,,,,,150287.0,203267.0,0.3,116.7,-6.8,-6.8,5108.9,17318.7,0.05,,,241863.0,979885.0,,,,,,41154.0,,,,,,,129488.03,178375.8,48416.0,40468.0,108.5,0.8,107.4,1974828.0,,1877.6,53.41,98.6,
2020-05-31,,,,686.3,422.0,,,,,,,,,,,,,,581111.06,15539.0,16685.0,,,10199.71,14535.19,31016.92,2.44,-3.7,7.1455,7.9323,0.9217,6.6675,8.8003,1624.0,275.2,2852.3512,21877.89,3044.31,9489.873,25383.11,6076.6,875.33,3050.2,,,,,1303135.0,,,,9215.04,4185622.0,5026959.0,100.1,98.7,98.1,93.5,-0.073,875.3,,,,80543.0,,,,,,,,125594.8,128937.4,,,105.33,99.7,101.2,107.6,9689451.0,,,,,,,,,,,,145713.0,200413.0,0.1,117.3,-6.0,-6.0,16179.4,17780.1,0.05,,,173861.0,572614.0,,,,,,41387.0,,,,,,,131357.38,179224.95,48074.0,39341.0,108.5,0.5,107.3,2025797.0,,1950.1,40.7,88.0,
2020-06-30,,248347.7,,1170.0,515.0,,,,,,,,,,,,,555598.3,604317.97,18504.0,26130.0,21324.0,23760.38,11914.04,15079.81,31123.28,2.48,-3.0,7.0741,7.9408,0.9126,6.5684,8.6756,1672.0,292.4,2984.6741,22288.14,3100.29,10058.766,25812.88,6169.74,883.75,3234.07,,126934.9,68519.0,29747.4,1305912.0,142733.0,158088.0,207000.0,-302.03,4862354.0,5135263.0,99.9,99.3,99.1,94.1,-0.068,896.2,503094.28,,,43730.0,,,2631505.1,1594804.0,933062.6,992060.5,124.23,142201.8,145278.0,,,105.69,100.5,103.0,107.4,9780142.0,,,,11914784.5,11914784.5,,505698.31,447031.56,,,4773.29,159671.0,208792.0,0.6,117.7,-3.8,-4.4,16610.0,18155.5,0.08,,,240829.0,1104903.0,20263253.0,707716.0,861582.0,,12668.72,41662.0,434718.0,475747.0,256560.0,121447.0,-7735.0,-21145.0,130442.8,177643.15,48827.0,45139.0,108.6,0.6,107.8,2051945.0,,1983.8,56.6,77.7,-7735.0
2020-07-31,,,,634.7,602.8,,,,,,,,,,,,,,591192.64,18549.0,17088.0,,,12510.99,16790.21,31543.91,2.7,-2.4,6.9794,8.2889,0.9,6.687,9.1625,1664.0,286.1,3310.0065,21710.0,3271.12,10745.275,26428.32,5897.76,885.02,3174.32,,,,,1319329.0,,,,13798.16,5369179.0,5362105.0,100.0,99.8,99.3,96.4,-0.021,902.4,,,,224126.0,,,,,,,,148748.6,151857.2,,,105.32,101.2,103.0,106.8,9826086.0,,,,,,,,,,,,172123.0,231592.0,1.0,118.4,-3.3,-4.4,16620.0,18108.3,0.1,,,563496.0,626487.0,,,,,,43247.0,,,,,,,129873.57,183126.41,48795.0,47617.0,109.1,1.0,108.0,2066288.0,,2004.0,56.6,77.6,
2020-08-31,,,,841.3,684.8,,,,,,,,,,,,,,601289.1,12043.0,16426.0,,,12400.91,16440.18,31646.09,2.38,-2.0,6.8535,8.1547,0.8847,6.4798,9.1295,2011.0,298.0,3395.6775,23139.76,3500.31,11775.456,28430.05,0.0,0.0,3272.51,,,,,1315446.0,,,,19530.45,5233105.0,4988730.0,100.1,99.9,99.7,97.4,-0.057,909.5,,,,105429.0,,,,,,,,154613.1,156657.0,,,104.88,101.3,102.9,105.8,9870475.0,,,,,,,,,,,,175854.0,238074.0,1.3,118.5,-1.4,-2.8,16944.9,18376.9,0.09,,,223221.0,423233.0,,,,,,43506.0,,,,,,,130029.48,182692.86,49020.0,47870.0,108.6,0.2,107.9,2079130.0,,2023.9,51.0,78.5,
2020-09-30,,264355.7,,990.3,788.8,,,,,,,,,,,,,420953.8,602312.12,14234.0,25260.0,22944.0,23281.72,14077.5,16540.4,31425.62,1.72,-2.1,6.8106,7.9876,0.8787,6.4495,8.7387,1798.0,254.7,3218.0521,23185.12,3363.0,11167.507,27781.7,5866.1,959.73,3193.61,,131518.4,72254.6,26322.3,1308829.0,164193.0,151268.0,207658.15,15645.85,6054141.0,5370395.0,99.9,99.8,99.7,97.6,-0.061,914.0,505907.88,,,-102067.0,,,2909577.8,1786131.3,1046712.2,1150436.1,122.36,155721.7,159012.6,,,104.96,101.7,102.1,105.6,9929191.0,,,,12100131.3,12100131.3,,633177.83,529157.65,,,5129.12,181772.0,239954.0,1.4,118.7,-1.1,-1.8,17098.6,18488.3,0.09,,,373171.0,497782.0,21208682.0,806445.0,978807.0,,13793.92,43052.0,507643.0,533668.0,308355.0,121322.0,-10331.0,657.0,122783.15,173643.72,48519.0,51644.0,109.1,0.5,107.8,2096785.0,,2059.7,52.5,77.8,-10331.0
2020-10-31,,,,818.7,863.8,,,,,,,,,,,,,,609182.41,17531.0,14253.0,,,12185.07,16128.58,31279.82,0.5,-2.1,6.7002,7.8189,0.8638,6.4232,8.6542,1677.0,223.7,3224.5325,22977.13,3269.96,10911.591,26501.6,5577.27,948.6,2958.21,,,,,1303440.0,,,,19737.4,6565808.0,5696655.0,99.8,99.5,99.6,97.1,-0.029,915.7,,,,88005.0,,,,,,,,158111.9,160862.4,,,105.15,102.1,102.7,106.4,10041531.0,,,,,,,,,,,,185464.0,246953.0,1.2,119.5,-1.0,-1.6,17279.3,18640.9,0.09,,,237697.0,521768.0,,,,,,43057.0,,,,,,,123389.76,177702.46,51529.0,54646.0,109.1,0.7,107.9,2132241.0,,2071.4,61.6,69.8,
2020-11-30,,,,987.0,950.8,,,,,,,,,,,,,,618632.17,10956.0,18407.0,,,12924.16,17916.71,31784.9,-0.5,-1.5,6.5827,7.8836,0.8496,6.319,8.7848,1870.0,281.6,3391.7551,26433.62,3621.63,12198.737,29638.64,6266.19,1050.54,3492.54,,,,,1306159.0,,,,17725.56,6113662.0,5747547.0,99.5,99.4,99.6,97.5,-0.032,922.5,,,,100562.0,,,,,,,,161350.1,163484.8,,,104.8,102.4,103.9,106.9,10184516.0,,,,,,,,,,,,189137.0,253551.0,1.2,119.3,-1.0,-1.1,17729.5,19049.9,0.09,,,219553.0,364819.0,,,,,,43728.0,,,,,,,133432.91,183005.14,52204.0,56896.0,108.9,0.3,108.3,2160008.0,,2099.5,58.6,76.0,
2020-12-31,100.0,295618.8,55.33,1006.0,1101.5,15371025.99,48682.87,92222.26,1269564.88,601867.22,,,,,,,,633673.7,625580.99,13406.0,37742.0,24007.9,22867.97,13557.85,18570.89,32165.22,0.2,-0.4,6.5398,8.0386,0.843,6.342,8.9235,2060.0,301.7,3473.0693,27444.17,3756.07,12888.282,30606.48,6460.52,1157.04,3552.64,101.93,143563.4,76036.5,30552.0,1312160.0,180870.0,158053.0,209597.59,11611.26,6706199.0,5956643.0,99.3,99.8,100.1,99.4,-0.033,931.8,499866.63,1845788.0,1475973.0,-168204.0,1459.22,11074.44,3034928.4,1793279.3,1150290.3,1245317.6,124.95,161136.1,163010.9,1799677.0,2268080.0,105.15,103.3,105.6,108.1,10309042.0,,,,12118750.7,12118750.7,-804282.6,715805.88,585417.31,,6141383700.8,5286.91,195292.0,257068.0,1.4,119.4,-0.3,0.2,17999.4,19292.4,0.09,6063288.0,4613481.0,346119.0,489682.0,21417490.0,851907.0,1026986.0,26902455.0,13982.93,44537.0,514531.0,538694.0,302981.0,123948.0,-30971.0,-41811.0,139832.2,186655.93,52533.0,59769.0,109.2,0.6,108.7,2179999.0,,2132.1,62.3,77.7,-30971.0
2021-01-31,,,,916.1,84.6,,,,,,,,,,,,,,625563.81,,,,,13202.75,17229.75,32106.71,-0.3,0.3,6.4612,7.8233,0.8334,6.1777,8.8377,2155.0,335.0,3483.0692,27663.39,3714.24,13070.695,29982.62,6407.46,1160.67,3481.44,,,,,1310208.0,,,,6212.34,5779506.0,6150160.0,99.8,100.3,101.0,102.7,-0.012,938.4,,,,104930.0,,,,,,,,165546.6,167488.3,,,105.32,105.1,106.9,109.1,10353262.0,,,,,,,,,,,,198973.0,261303.0,1.4,120.9,0.9,2.3,17995.8,19279.5,0.07,,,384651.0,547483.0,,,,,,44073.0,,,,,,,127644.39,181451.2,47250.0,51391.0,109.0,0.7,109.4,2175793.0,,2106.9,82.9,75.8,
2021-02-28,,,,851.5,153.6,,,,,,,,,,,,,,593487.46,,,,,10999.52,13286.46,32049.94,-0.2,1.7,6.459,7.8525,0.8328,6.0912,9.0073,2430.0,405.9,3509.0804,28966.01,3811.15,13192.345,30932.37,6483.43,1183.25,3636.44,,,,,1300583.0,,,,29931.18,6038348.0,5871045.0,99.8,100.8,102.2,107.2,-0.022,939.3,,,,56189.0,,,,,,,,166423.5,167506.8,,,105.54,105.6,109.1,109.3,10433410.0,,,,,,,,,,,,194937.0,259808.0,1.7,121.9,3.0,5.2,18284.1,19540.3,0.07,,,248314.0,559236.0,,,,,,43640.0,,,,,,,122817.71,178804.91,50308.0,53192.0,109.1,0.4,110.2,2194582.0,,2129.5,66.1,72.2,
2021-03-31,,249200.2,,1257.1,248.0,,,,,,,,,,,,,357654.1,616113.17,15309.61,22970.47,25266.0,26564.38,14780.01,15515.56,31700.29,0.4,4.4,6.5566,7.699,0.8436,5.9252,9.0219,2408.0,399.7,3441.9115,29178.8,3972.89,13246.871,32981.55,6713.63,1197.87,3919.21,,136992.4,72631.7,27212.5,1287752.0,195576.0,179690.0,221894.29,26337.66,7377555.0,6767713.0,99.9,101.8,105.0,111.3,-0.044,946.9,519977.82,,,-283890.0,,,2902347.4,1703841.2,1090831.4,1195549.2,124.18,174984.9,178169.0,,,106.53,106.9,110.6,110.5,10512440.0,,,,12445385.3,12445385.3,,709816.7,601714.15,,,5116.1,207834.0,273775.0,2.6,123.0,6.9,9.1,18895.3,20111.5,0.06,,,267614.0,927217.0,21771896.0,897304.0,1086044.0,,14282.58,42248.0,509261.0,538012.0,295665.0,129099.0,-4538.0,3777.0,123372.69,178148.49,53358.0,52235.0,109.4,0.7,110.6,2233877.0,,2134.4,65.8,85.7,-4538.0
2021-04-30,,,,946.0,343.2,,,,,,,,,,,,,,605421.89,20893.0,17693.0,,,14465.94,17074.43,31981.8,0.9,6.8,6.4716,7.8336,0.8335,5.9438,9.0097,2537.0,420.1,3446.8564,28812.63,4181.17,13962.681,33874.848,6969.81,1284.76,3974.74,,,,,1295207.0,,,,17731.98,7180252.0,6962384.0,99.1,103.0,106.7,114.2,-0.017,966.3,,,,-41892.0,,,,,,,,173984.5,177590.5,,,107.14,107.9,112.6,111.8,10590423.0,,,,,,,,,,,,207083.0,272981.0,4.2,124.3,10.6,14.4,18972.8,20145.2,0.05,,,439186.0,664766.0,,,,,,43058.0,,,,,,,123325.09,178963.97,53603.0,53358.0,110.1,1.5,111.1,2247517.0,,2168.6,60.3,82.7,
